No.,No. 2,No. 3,Time,Review text,Rater 1 - Valence,Rater 1 - Arousal,Rater 2 - Valence,Rater 2 - Arousal
1046,137514,745,7/4/14,"Terrible place, don't go there! The bar could have been nice, but service is terrible unfortunately. We've been kicked out 15min after ordering some food. You're treated as a number, they just want to make money out of you. Too bad.",1,9,2,9
1047,21755,410,10/7/13,"i've heard so many wonderful things about this place and finally made it here late on a saturday night. honestly, it wasn't anything spectacular. the service was on par and the food got to our table fast, but i've had similar food at other locations . . . don't get me wrong. it was delicious. so so delicious. it hit the spot and even my leftovers were great. i typically hate leftovers, so when leftovers are great to me, that's saying a lot. i had the steak burrito, by the way. my friends had similar entrees and were equally satisfied. but when it comes down to it, i guess, this place is just a bit too hyped up for my taste. I wouldn't be opposed to another visit,  but i wouldn't go to the east village just to go here . . .",5,5,4,4
1048,159505,908,7/10/12,Craving Papaya Pad Thai so naturally came to best Thai spot in NYC for working lunch meeting today. Food is always solid & staff are great. And always appreciate the atmosphere.,7,6,6,5
1049,27715,230,12/7/14,"Food is good.  It's just pretty straightforward simple good viet.  Expect to pay about twice as much as you would at any other Vietnamese restaurant.  $75 for 2 ppl.   I guess they have a chokehold on a few communities so they can really crank the prices up.  Not going back anytime soon unless dragged here by friends, who will be easy to talk out of going here, because the wait sucks. Just go somewhere else.",3,6,2,5
1050,64963,665,7/11/14,"Since recently going paleo, I've heard of Hu Kitchen and was itching to try it... Then one day as I was wandering around nyc, I happened to stumble upon it! I was a little uncertain of where exactly I was supposed to go at first but the place isn't very big or difficult to figure out; On the back wall is their hot food (rotisserie chicken, meatloaf, roasted broccoli, etc). They also have a build-your-own-bowl station and a case of (cold?) food for purchase by the pound (meatballs, chicken tenders, fish sticks). I probably would have preferred some of the food in this case but was unsure if that was only take-home-and-heat-up food or if the staff could heat it for you. I got the 1/4 rotisserie chicken, roasted sweet potatoes and roasted broccoli. All was what I expected, but it's just so nice to go out and not worry about ingredients! I wish I lived closer so I could come back and try some different options.",8,7,7,6
1051,2980,618,11/5/13,"I got the steak souvlaki pita for just $5!  It came with some steak, tomatoes, onions, french fries (yum!  like the french fry burger?!) and their mama's sauce on a whole wheat pita.  It was definitely a good-sized portion to eat. They're pretty busy during lunch time, but quick-it was only about a ten minute wait.",7,6,6,5
1052,9089,32,12/2/09,"Once my eyes adjusted to the darkness (almost thought I would need nightvision goggles), I settled in at the bar and sampled the many beers offered. Cute neighborhood place with cute neighborhood girls (and guys if you're into that sort of thing). Bartender (female) also hot.  Go tonite!",7,6,6,5
1053,15410,192,8/15/14,"Company ordered lunch from here. We ordered various apps and entrees and split family style so we all got to try everything. The food overall was very good but nothing that was standout great. The portions however are small for what they charge and is why im giving 3 stars and not 4. Oxtail empanadas were great as well as the steak. Stay away from the salad, its not edible.",6,3,5,2
1054,29444,251,6/18/12,"For those of us with Asian mothers that can cook, it seems silly listening to people go on about the miraculous deliciousness of pork buns like they were just recently invented in the East Village. If anybody invented pork buns, it was my thousand-year-old mom, and hers are way better. The duck on rice proved to be another stumbling block at Momofuku. Less flavorful than the ducks one can find at any old place in nearby Chinatown, it was sliced too thinly to do the texture of the meat or skin any justice. I think the perfect way to encapsulate Momofuku is: meticulously prepared Asian food that tastes like a non-Asian made it. They should put that on their menus. Regardless of my opinion, Momofuku's reputation, and that of its celebrity chef-owner David Chang, precedes itself. His ""bad-boy"" persona is supposedly substantiated by the fact that he doesn't provide vegetarian options. In terms of things to be intimidated by, I think the prices are much, much scarier.",2,5,1,6
1055,1611,250,11/4/13,"I came here for dinner on Friday night with my boyfriend and another couple. This place is BYOB (no corkage fee, such a rare find) and cash only. We decided to share appetizers and get our own entrees. For apps, we split: -the roasted escargot -sauteed baby octopus -classic mussels My favorite of these three was the escargot. So buttery. Yum! The octopus was okay (still dreaming of the octopus at Toqueville) and the mussels were nothing special. We had to dig through them to get to the sauce at the bottom. The bread was plentiful though and we kept asking for more and more to soak of all the sauces from our various appetizers. For entrees, three of us got the Filet Mignon with foie gras and my boyfriend got the garlic duck confit. The Filet was absolutely delish! The foie gras was the perfect accompaniment and the truffle sauce was divine. My boyfriend didn't love his dish--the menu did warn how rich it would be and it was right. Too rich. The veggie sides were all fresh and very good. For dessert, I got a cappuccino we all shared the chocolate lava cake, the banana creme brulee and the meringue. Nothing stood out to me, but my friends enjoyed. The ambiance was decent...it is a little cramped. Service was good. I'd recommend this restaurant to friends looking for a good meal and a charming night.",7,6,6,5
